GEOID,year,month,year-month,sale_amt,home_size,yr_blt,price_sf,Sub_geo
13063040203,2020,8,2020-8,160000.0,1826.0,1969.0,87.62322015334064,NW Clayton
13063040203,2022,6,2022-6,312000.0,2580.0,2008.0,120.93023255813954,NW Clayton
13063040203,2022,8,2022-8,195000.0,2015.0,1967.0,96.7741935483871,NW Clayton
13063040203,2021,4,2021-4,214000.0,1864.0,2021.0,114.8068669527897,NW Clayton
13063040203,2020,11,2020-11,215000.0,1864.0,2020.0,115.34334763948496,NW Clayton
13063040203,2021,5,2021-5,223000.0,1768.0,2021.0,126.13122171945702,NW Clayton
13063040203,2022,10,2022-10,295000.0,2580.0,2008.0,114.34108527131782,NW Clayton
13063040203,2022,4,2022-4,485000.0,3252.0,1986.0,149.1389913899139,NW Clayton
13063040203,2021,10,2021-10,470000.0,3184.0,1988.0,147.61306532663318,NW Clayton
13063040203,2021,8,2021-8,281000.0,2150.0,2007.0,130.69767441860466,NW Clayton
13063040203,2023,2,2023-2,462000.0,3212.0,1986.0,143.83561643835617,NW Clayton
13063040203,2020,4,2020-4,149000.0,1851.0,1969.0,80.49702863317125,NW Clayton
13063040203,2023,4,2023-4,310000.0,2580.0,2007.0,120.15503875968992,NW Clayton
13063040203,2020,7,2020-7,220000.0,2260.0,1991.0,97.34513274336284,NW Clayton
13063040203,2021,2,2021-2,184000.0,1918.0,1968.0,95.93326381647547,NW Clayton
13063040203,2021,1,2021-1,150000.0,1380.0,2004.0,195.5202898550725,NW Clayton
13063040203,2020,12,2020-12,158000.0,2088.0,1987.0,75.67049808429118,NW Clayton
13063040203,2021,10,2021-10,125000.0,1340.0,1981.0,93.28358208955224,NW Clayton
13063040203,2021,12,2021-12,196133.0,1500.0,2003.0,130.75533333333334,NW Clayton
13063040203,2020,2,2020-2,117000.0,1380.0,2003.0,84.78260869565217,NW Clayton
13063040203,2020,4,2020-4,22500.0,1008.0,1972.0,22.321428571428573,NW Clayton
13063040203,2020,4,2020-4,25000.0,1008.0,1972.0,24.8015873015873,NW Clayton
13063040203,2020,1,2020-1,60000.0,1008.0,1972.0,59.523809523809526,NW Clayton
13063040203,2020,2,2020-2,55000.0,1008.0,1972.0,54.56349206349206,NW Clayton
13063040203,2020,4,2020-4,24000.0,1008.0,1972.0,23.80952380952381,NW Clayton
13063040203,2020,1,2020-1,60000.0,1008.0,1972.0,59.523809523809526,NW Clayton
13063040203,2020,2,2020-2,63000.0,1008.0,1972.0,62.5,NW Clayton
13063040203,2020,12,2020-12,211000.0,2580.0,2007.0,81.78294573643412,NW Clayton
